index,class,cap-shape,cap-surface,cap-color,odor,population,habitat
544,edible,convex,scaly,yellow,almond,scattered,grasses
545,edible,flat,fibrous,brown,none,abundant,grasses
546,edible,convex,smooth,white,almond,scattered,meadows
547,edible,bell,scaly,yellow,anise,scattered,meadows
548,edible,flat,fibrous,gray,none,several,urban
549,edible,convex,fibrous,yellow,anise,several,woods
550,edible,convex,smooth,yellow,almond,numerous,meadows
551,edible,flat,fibrous,brown,none,soletary,urban
552,edible,convex,fibrous,gray,none,scattered,grasses
553,edible,convex,scaly,yellow,anise,scattered,paths
554,edible,flat,smooth,white,anise,several,woods
555,edible,convex,smooth,yellow,anise,scattered,grasses
556,edible,flat,scaly,yellow,almond,soletary,paths
557,poisonous,convex,scaly,brown,pungent,several,urban
558,edible,convex,fibrous,white,anise,several,woods
559,edible,convex,smooth,white,anise,numerous,grasses
560,edible,convex,scaly,yellow,almond,numerous,meadows
561,edible,bell,smooth,yellow,almond,scattered,grasses
562,edible,convex,smooth,yellow,almond,several,woods
563,edible,convex,smooth,yellow,almond,several,woods
564,edible,convex,fibrous,white,none,scattered,grasses
565,edible,bell,smooth,white,almond,scattered,meadows
566,poisonous,convex,scaly,white,pungent,several,grasses
567,edible,convex,scaly,yellow,almond,numerous,grasses
568,edible,flat,smooth,gray,none,scattered,grasses
569,poisonous,convex,smooth,brown,pungent,scattered,grasses
570,edible,bell,scaly,white,almond,numerous,meadows
571,edible,convex,smooth,white,almond,numerous,meadows
572,edible,flat,fibrous,yellow,anise,several,woods
573,edible,convex,smooth,yellow,almond,numerous,grasses
574,edible,bell,scaly,white,anise,numerous,grasses
575,edible,convex,scaly,brown,almond,soletary,grasses
576,edible,convex,smooth,yellow,anise,scattered,grasses
577,edible,convex,fibrous,brown,none,several,urban
578,edible,convex,smooth,yellow,anise,scattered,grasses
579,edible,convex,scaly,yellow,anise,soletary,grasses
580,poisonous,convex,smooth,brown,pungent,scattered,grasses
581,edible,convex,smooth,white,almond,numerous,meadows
582,edible,convex,smooth,yellow,almond,scattered,meadows
583,edible,convex,scaly,white,anise,numerous,grasses
584,edible,convex,scaly,yellow,almond,soletary,grasses
585,edible,flat,scaly,yellow,almond,scattered,grasses
586,edible,convex,scaly,white,almond,scattered,meadows
587,edible,sunken,fibrous,gray,none,several,urban
588,edible,flat,fibrous,brown,none,soletary,urban
589,edible,sunken,fibrous,gray,none,several,urban
590,edible,convex,scaly,white,almond,numerous,meadows
591,poisonous,convex,smooth,white,pungent,scattered,urban
592,edible,convex,smooth,gray,none,scattered,grasses
593,edible,convex,scaly,yellow,anise,scattered,grasses
594,poisonous,convex,scaly,white,pungent,scattered,grasses
595,edible,convex,smooth,yellow,almond,numerous,meadows
596,poisonous,convex,smooth,brown,pungent,several,urban
597,edible,bell,smooth,yellow,anise,numerous,meadows
598,edible,bell,scaly,white,anise,scattered,meadows
599,poisonous,convex,scaly,white,pungent,scattered,grasses
600,poisonous,convex,smooth,brown,pungent,scattered,urban
601,edible,convex,smooth,gray,none,abundant,grasses
602,edible,convex,scaly,brown,anise,soletary,grasses
603,edible,flat,fibrous,white,none,abundant,grasses
604,edible,flat,scaly,brown,anise,scattered,paths
605,edible,bell,scaly,white,anise,scattered,meadows
606,edible,bell,smooth,white,almond,numerous,grasses
607,edible,convex,smooth,gray,none,scattered,grasses
608,edible,flat,scaly,brown,almond,soletary,grasses
609,edible,convex,smooth,white,anise,scattered,meadows
610,edible,flat,fibrous,gray,none,several,urban
611,edible,flat,smooth,brown,none,abundant,grasses
612,edible,convex,fibrous,gray,none,scattered,grasses
613,edible,flat,smooth,white,none,abundant,grasses
614,poisonous,convex,smooth,white,pungent,scattered,urban
615,edible,convex,scaly,yellow,anise,scattered,grasses
616,edible,bell,smooth,white,anise,scattered,grasses
617,edible,flat,fibrous,gray,none,abundant,grasses
618,edible,bell,scaly,white,anise,scattered,grasses
619,edible,bell,smooth,yellow,almond,numerous,meadows
620,edible,sunken,fibrous,gray,none,soletary,urban
621,edible,flat,scaly,yellow,anise,scattered,grasses
622,edible,bell,smooth,white,anise,numerous,grasses
623,edible,convex,fibrous,white,anise,several,woods
624,edible,flat,scaly,yellow,almond,scattered,paths
625,edible,flat,fibrous,gray,none,soletary,urban
626,edible,convex,smooth,white,anise,scattered,meadows
627,edible,flat,fibrous,yellow,anise,several,woods
628,edible,sunken,fibrous,gray,none,soletary,urban
629,edible,bell,scaly,white,almond,scattered,grasses
630,edible,bell,smooth,white,almond,numerous,grasses
631,edible,flat,fibrous,brown,none,scattered,grasses
632,edible,bell,scaly,yellow,almond,numerous,meadows
633,edible,convex,fibrous,brown,none,several,woods
634,edible,convex,scaly,brown,anise,scattered,grasses
635,edible,convex,scaly,brown,almond,scattered,grasses
636,edible,bell,scaly,yellow,almond,scattered,meadows
637,edible,flat,scaly,yellow,almond,scattered,grasses
638,edible,convex,scaly,yellow,anise,numerous,meadows
639,edible,convex,smooth,brown,none,scattered,grasses
640,edible,convex,scaly,white,almond,scattered,meadows
641,edible,bell,scaly,yellow,anise,numerous,meadows
642,edible,convex,scaly,brown,almond,soletary,grasses
643,edible,flat,scaly,brown,anise,scattered,paths
644,edible,flat,scaly,brown,almond,soletary,grasses
645,edible,flat,scaly,yellow,anise,scattered,paths
646,edible,convex,smooth,yellow,anise,several,woods
647,edible,bell,scaly,white,almond,scattered,meadows
648,edible,bell,smooth,white,anise,numerous,meadows
649,edible,convex,scaly,yellow,almond,scattered,grasses
650,edible,flat,fibrous,white,anise,several,woods
651,edible,convex,smooth,yellow,almond,scattered,grasses
652,edible,bell,smooth,yellow,anise,numerous,meadows
653,edible,flat,scaly,yellow,almond,soletary,grasses
654,poisonous,convex,scaly,brown,pungent,scattered,grasses
655,poisonous,convex,scaly,white,pungent,several,urban
656,edible,convex,smooth,yellow,anise,scattered,grasses
657,edible,flat,fibrous,white,none,scattered,grasses
658,edible,bell,smooth,yellow,almond,numerous,grasses
659,edible,convex,scaly,yellow,anise,soletary,paths
660,edible,flat,fibrous,gray,none,soletary,urban
661,edible,bell,smooth,white,almond,scattered,grasses
662,edible,convex,smooth,white,anise,scattered,meadows
663,poisonous,convex,scaly,brown,pungent,scattered,grasses
664,poisonous,convex,smooth,brown,pungent,scattered,grasses
665,edible,bell,smooth,white,anise,scattered,grasses
666,edible,bell,smooth,yellow,almond,numerous,meadows
667,edible,flat,scaly,brown,almond,scattered,grasses
668,edible,convex,scaly,yellow,anise,soletary,grasses
669,edible,flat,scaly,yellow,anise,soletary,paths
670,edible,convex,scaly,white,almond,numerous,grasses
671,edible,convex,smooth,yellow,almond,scattered,grasses
672,edible,flat,fibrous,brown,none,several,urban
673,edible,flat,fibrous,brown,none,abundant,grasses
674,edible,convex,fibrous,yellow,anise,several,woods
675,edible,flat,scaly,yellow,anise,scattered,paths
676,edible,flat,fibrous,brown,none,soletary,urban
677,edible,flat,fibrous,gray,none,several,urban
678,edible,convex,scaly,brown,anise,soletary,grasses
679,edible,convex,scaly,yellow,anise,soletary,paths
680,edible,bell,smooth,white,almond,scattered,meadows
681,edible,convex,smooth,white,anise,several,woods
682,edible,convex,scaly,white,almond,numerous,meadows
683,edible,convex,fibrous,yellow,almond,several,woods
684,edible,bell,smooth,yellow,almond,numerous,grasses
685,edible,convex,fibrous,brown,none,several,woods
686,edible,convex,scaly,white,almond,numerous,meadows
687,edible,flat,fibrous,gray,none,several,urban
688,edible,bell,scaly,white,almond,scattered,meadows
689,edible,convex,scaly,yellow,anise,numerous,meadows
690,edible,convex,smooth,white,almond,scattered,grasses
691,edible,bell,smooth,yellow,almond,scattered,grasses
692,edible,bell,scaly,white,anise,scattered,grasses
693,edible,convex,scaly,brown,almond,scattered,paths
694,edible,flat,smooth,gray,none,abundant,grasses
695,poisonous,convex,scaly,brown,pungent,scattered,grasses
696,edible,bell,scaly,white,almond,scattered,grasses
697,edible,bell,smooth,yellow,almond,scattered,meadows
698,poisonous,convex,scaly,brown,pungent,several,grasses
699,poisonous,convex,smooth,brown,pungent,several,urban
700,edible,flat,smooth,brown,none,abundant,grasses
701,poisonous,convex,smooth,brown,pungent,scattered,grasses
702,edible,flat,fibrous,gray,none,abundant,grasses
703,edible,convex,scaly,yellow,anise,scattered,paths
704,edible,bell,scaly,white,anise,numerous,meadows
705,edible,flat,scaly,yellow,anise,scattered,paths
706,edible,flat,scaly,yellow,anise,soletary,paths
707,edible,bell,scaly,yellow,anise,numerous,meadows
708,edible,sunken,fibrous,brown,none,soletary,urban
709,edible,convex,smooth,white,almond,numerous,meadows
710,edible,bell,scaly,yellow,almond,numerous,meadows
711,edible,flat,scaly,yellow,almond,scattered,paths
712,edible,flat,smooth,brown,none,abundant,grasses
713,edible,convex,smooth,white,anise,scattered,meadows
714,edible,bell,scaly,yellow,anise,numerous,grasses
715,edible,bell,scaly,yellow,anise,scattered,grasses
716,edible,bell,scaly,yellow,almond,scattered,meadows
717,edible,bell,smooth,white,anise,scattered,meadows
718,edible,convex,scaly,yellow,almond,scattered,paths
719,edible,convex,scaly,brown,almond,scattered,grasses
720,edible,sunken,fibrous,brown,none,several,urban
721,edible,flat,scaly,brown,almond,scattered,grasses
722,edible,convex,smooth,white,almond,numerous,grasses
723,edible,flat,smooth,yellow,anise,several,woods
724,edible,convex,smooth,brown,none,abundant,grasses
725,edible,flat,scaly,yellow,almond,scattered,grasses
726,poisonous,convex,scaly,brown,pungent,several,grasses
727,edible,convex,smooth,white,anise,numerous,grasses
728,edible,convex,fibrous,white,none,scattered,grasses
729,edible,bell,smooth,white,almond,scattered,meadows
730,edible,convex,scaly,white,anise,scattered,meadows
731,edible,flat,scaly,yellow,anise,soletary,grasses
732,edible,convex,fibrous,brown,none,scattered,grasses
733,poisonous,convex,smooth,white,pungent,scattered,grasses
734,poisonous,convex,scaly,white,pungent,scattered,urban
735,edible,convex,scaly,white,anise,numerous,grasses
736,edible,bell,scaly,white,almond,scattered,grasses
737,edible,convex,fibrous,white,almond,several,woods
738,poisonous,convex,scaly,white,pungent,scattered,urban
739,edible,convex,smooth,white,anise,scattered,grasses
740,edible,convex,fibrous,gray,none,several,urban
741,edible,convex,fibrous,brown,none,several,urban
742,edible,bell,smooth,white,almond,scattered,meadows
743,edible,convex,scaly,brown,almond,scattered,grasses
744,edible,bell,scaly,white,almond,numerous,meadows
745,edible,flat,scaly,yellow,anise,scattered,paths
746,edible,convex,scaly,white,anise,numerous,grasses
747,edible,bell,scaly,white,anise,scattered,grasses
748,edible,bell,scaly,white,almond,scattered,meadows
749,poisonous,convex,smooth,brown,pungent,several,urban
750,edible,flat,smooth,yellow,almond,several,woods
751,edible,convex,scaly,brown,almond,scattered,paths
752,edible,bell,smooth,yellow,anise,numerous,grasses
753,edible,flat,smooth,white,almond,several,woods
754,edible,bell,scaly,yellow,anise,scattered,grasses
755,edible,bell,scaly,yellow,almond,numerous,meadows
756,edible,bell,smooth,yellow,almond,numerous,grasses
757,edible,flat,scaly,yellow,anise,soletary,grasses
758,edible,convex,smooth,white,none,abundant,grasses
759,edible,bell,scaly,yellow,almond,numerous,meadows
760,edible,convex,scaly,brown,almond,soletary,paths
761,edible,bell,smooth,white,anise,numerous,grasses
762,edible,flat,scaly,brown,anise,soletary,grasses
763,edible,convex,smooth,white,anise,numerous,grasses
764,edible,convex,fibrous,brown,none,several,urban
765,edible,convex,scaly,brown,anise,scattered,paths
766,edible,flat,fibrous,gray,none,abundant,grasses
767,edible,convex,smooth,white,anise,several,woods
768,edible,flat,fibrous,brown,none,soletary,urban
769,edible,bell,scaly,yellow,almond,scattered,meadows
770,edible,bell,smooth,white,almond,numerous,meadows
771,edible,convex,smooth,white,almond,numerous,grasses
772,edible,bell,smooth,yellow,anise,scattered,meadows
773,edible,convex,scaly,yellow,almond,numerous,meadows
774,edible,convex,smooth,yellow,almond,several,woods
775,edible,flat,fibrous,gray,none,abundant,grasses
776,edible,convex,scaly,yellow,almond,scattered,grasses
777,poisonous,convex,scaly,brown,pungent,scattered,urban
778,edible,convex,scaly,brown,almond,soletary,grasses
779,edible,convex,smooth,yellow,anise,numerous,grasses
780,edible,bell,scaly,white,anise,numerous,meadows
781,edible,convex,scaly,yellow,almond,scattered,meadows
782,edible,sunken,fibrous,brown,none,soletary,urban
783,edible,bell,scaly,yellow,anise,scattered,meadows
784,edible,convex,smooth,white,anise,scattered,meadows
785,edible,convex,smooth,white,almond,numerous,grasses
786,poisonous,convex,smooth,brown,pungent,several,grasses
787,edible,convex,fibrous,brown,none,several,urban
788,edible,convex,scaly,yellow,anise,numerous,grasses
789,poisonous,convex,scaly,brown,pungent,scattered,grasses
790,edible,convex,scaly,yellow,anise,soletary,paths
791,edible,bell,scaly,yellow,anise,scattered,grasses
792,edible,flat,scaly,brown,anise,soletary,paths
793,edible,convex,scaly,white,almond,numerous,grasses
794,edible,convex,smooth,yellow,almond,numerous,grasses
795,poisonous,convex,scaly,brown,pungent,several,grasses
796,poisonous,convex,scaly,brown,pungent,scattered,urban
797,edible,bell,scaly,yellow,anise,numerous,grasses
798,edible,convex,smooth,white,none,scattered,grasses
799,poisonous,convex,smooth,white,pungent,several,grasses
800,edible,convex,scaly,brown,anise,scattered,paths
801,edible,bell,smooth,white,almond,numerous,meadows
802,edible,convex,scaly,yellow,almond,numerous,grasses
803,poisonous,convex,smooth,brown,pungent,several,urban
804,edible,bell,scaly,yellow,anise,numerous,grasses
805,edible,bell,scaly,white,almond,numerous,grasses
806,edible,flat,scaly,yellow,anise,scattered,grasses
807,edible,bell,scaly,white,almond,scattered,grasses
808,edible,convex,scaly,yellow,almond,soletary,grasses
809,edible,bell,smooth,yellow,anise,scattered,meadows
810,edible,convex,smooth,yellow,anise,several,woods
811,edible,bell,smooth,yellow,almond,numerous,meadows
812,edible,bell,smooth,yellow,almond,numerous,meadows
813,poisonous,convex,scaly,white,pungent,several,urban
814,poisonous,convex,scaly,white,pungent,several,grasses
815,poisonous,convex,smooth,brown,pungent,several,urban
816,edible,convex,smooth,white,almond,scattered,meadows
817,edible,convex,scaly,brown,almond,soletary,grasses
818,edible,convex,scaly,yellow,almond,soletary,grasses
819,edible,convex,smooth,white,almond,several,woods
820,edible,bell,scaly,white,anise,numerous,grasses
821,edible,bell,smooth,yellow,anise,numerous,meadows
822,edible,convex,fibrous,gray,none,several,urban
823,edible,bell,smooth,yellow,almond,scattered,meadows
824,edible,convex,smooth,white,anise,scattered,grasses
825,edible,convex,scaly,brown,almond,scattered,paths
826,edible,convex,scaly,yellow,anise,scattered,meadows
827,edible,flat,fibrous,white,anise,several,woods
828,edible,flat,fibrous,white,almond,several,woods
829,edible,convex,smooth,white,anise,scattered,meadows
